I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-0.025371,-0.030446,-0.012686,0.020297,-0.007611,-0.017760,0.007611,-0.010149,-0.020297,-0.027909,-0.025371,-0.015223
0.059467,0.071361,0.029734,-0.047574,0.017840,0.041627,-0.017840,0.023787,0.047574,0.065414,0.059467,0.035680
0.014641,0.017569,0.007320,-0.011713,0.004392,0.010249,-0.004392,0.005856,0.011713,0.016105,0.014641,0.008785
-0.027131,-0.032557,-0.013565,0.021705,-0.008139,-0.018992,0.008139,-0.010852,-0.021705,-0.029844,-0.027131,-0.016278
-0.061102,-0.073322,-0.030551,0.048882,-0.018331,-0.042771,0.018331,-0.024441,-0.048882,-0.067212,-0.061102,-0.036661
0.002661,0.003194,0.001331,-0.002129,0.000798,0.001863,-0.000798,0.001065,0.002129,0.002927,0.002661,0.001597
0.020651,0.024781,0.010325,-0.016521,0.006195,0.014456,-0.006195,0.008260,0.016521,0.022716,0.020651,0.012391
0.027260,0.032712,0.013630,-0.021808,0.008178,0.019082,-0.008178,0.010904,0.021808,0.029986,0.027260,0.016356
0.023137,0.027765,0.011569,-0.018510,0.006941,0.016196,-0.006941,0.009255,0.018510,0.025451,0.023137,0.013882
-0.033957,-0.040749,-0.016979,0.027166,-0.010187,-0.023770,0.010187,-0.013583,-0.027166,-0.037353,-0.033957,-0.020374
-0.020388,-0.024466,-0.010194,0.016311,-0.006116,-0.014272,0.006116,-0.008155,-0.016311,-0.022427,-0.020388,-0.012233
-0.106726,-0.128071,-0.053363,0.085381,-0.032018,-0.074708,0.032018,-0.042690,-0.085381,-0.117399,-0.106726,-0.064036
-0.075773,-0.090928,-0.037887,0.060619,-0.022732,-0.053041,0.022732,-0.030309,-0.060619,-0.083350,-0.075773,-0.045464
-0.066408,-0.079690,-0.033204,0.053127,-0.019922,-0.046486,0.019922,-0.026563,-0.053127,-0.073049,-0.066408,-0.039845
-0.115048,-0.138058,-0.057524,0.092039,-0.034515,-0.080534,0.034515,-0.046019,-0.092039,-0.126553,-0.115048,-0.069029
-0.091946,-0.110335,-0.045973,0.073556,-0.027584,-0.064362,0.027584,-0.036778,-0.073556,-0.101140,-0.091946,-0.055167
-0.062820,-0.075384,-0.031410,0.050256,-0.018846,-0.043974,0.018846,-0.025128,-0.050256,-0.069102,-0.062820,-0.037692
-0.028604,-0.034324,-0.014302,0.022883,-0.008581,-0.020023,0.008581,-0.011441,-0.022883,-0.031464,-0.028604,-0.017162
0.066316,0.079579,0.033158,-0.053053,0.019895,0.046421,-0.019895,0.026526,0.053053,0.072948,0.066316,0.039790
0.087080,0.104496,0.043540,-0.069664,0.026124,0.060956,-0.026124,0.034832,0.069664,0.095788,0.087080,0.052248
0.333678,0.400414,0.166839,-0.266943,0.100103,0.233575,-0.100103,0.133471,0.266943,0.367046,0.333678,0.200207
0.527736,0.633284,0.263868,-0.422189,0.158321,0.369416,-0.158321,0.211095,0.422189,0.580510,0.527736,0.316642
0.893851,1.072621,0.446926,-0.715081,0.268155,0.625696,-0.268155,0.357540,0.715081,0.983236,0.893851,0.536311
1.233217,1.479860,0.616609,-0.986574,0.369965,0.863252,-0.369965,0.493287,0.986574,1.356539,1.233217,0.739930
1.470393,1.764471,0.735196,-1.176314,0.441118,1.029275,-0.441118,0.588157,1.176314,1.617432,1.470393,0.882236
1.458243,1.749892,0.729121,-1.166594,0.437473,1.020770,-0.437473,0.583297,1.166594,1.604067,1.458243,0.874946
1.271554,1.525865,0.635777,-1.017243,0.381466,0.890088,-0.381466,0.508622,1.017243,1.398709,1.271554,0.762932
0.915791,1.098949,0.457895,-0.732632,0.274737,0.641053,-0.274737,0.366316,0.732632,1.007370,0.915791,0.549474
0.635206,0.762247,0.317603,-0.508165,0.190562,0.444644,-0.190562,0.254082,0.508165,0.698727,0.635206,0.381124
0.313497,0.376197,0.156749,-0.250798,0.094049,0.219448,-0.094049,0.125399,0.250798,0.344847,0.313497,0.188098
0.128031,0.153637,0.064015,-0.102425,0.038409,0.089622,-0.038409,0.051212,0.102425,0.140834,0.128031,0.076818
0.058979,0.070774,0.029489,-0.047183,0.017694,0.041285,-0.017694,0.023591,0.047183,0.064876,0.058979,0.035387
0.020302,0.024362,0.010151,-0.016242,0.006091,0.014211,-0.006091,0.008121,0.016242,0.022332,0.020302,0.012181
-0.036059,-0.043271,-0.018030,0.028847,-0.010818,-0.025241,0.010818,-0.014424,-0.028847,-0.039665,-0.036059,-0.021636
-0.102013,-0.122416,-0.051006,0.081610,-0.030604,-0.071409,0.030604,-0.040805,-0.081610,-0.112214,-0.102013,-0.061208
-0.143967,-0.172760,-0.071983,0.115173,-0.043190,-0.100777,0.043190,-0.057587,-0.115173,-0.158363,-0.143967,-0.086380
-0.175998,-0.211198,-0.087999,0.140799,-0.052799,-0.123199,0.052799,-0.070399,-0.140799,-0.193598,-0.175998,-0.105599
-0.216771,-0.260125,-0.108385,0.173417,-0.065031,-0.151739,0.065031,-0.086708,-0.173417,-0.238448,-0.216771,-0.130062
-0.270416,-0.324499,-0.135208,0.216333,-0.081125,-0.189291,0.081125,-0.108166,-0.216333,-0.297458,-0.270416,-0.162250
-0.299386,-0.359263,-0.149693,0.239509,-0.089816,-0.209570,0.089816,-0.119754,-0.239509,-0.329324,-0.299386,-0.179631
-0.256491,-0.307790,-0.128246,0.205193,-0.076947,-0.179544,0.076947,-0.102597,-0.205193,-0.282141,-0.256491,-0.153895
-0.237512,-0.285014,-0.118756,0.190010,-0.071254,-0.166258,0.071254,-0.095005,-0.190010,-0.261263,-0.237512,-0.142507
-0.152433,-0.182919,-0.076216,0.121946,-0.045730,-0.106703,0.045730,-0.060973,-0.121946,-0.167676,-0.152433,-0.091460
-0.058863,-0.070636,-0.029432,0.047091,-0.017659,-0.041204,0.017659,-0.023545,-0.047091,-0.064750,-0.058863,-0.035318
-0.022781,-0.027337,-0.011390,0.018224,-0.006834,-0.015946,0.006834,-0.009112,-0.018224,-0.025059,-0.022781,-0.013668
0.013900,0.016680,0.006950,-0.011120,0.004170,0.009730,-0.004170,0.005560,0.011120,0.015290,0.013900,0.008340
-0.021380,-0.025656,-0.010690,0.017104,-0.006414,-0.014966,0.006414,-0.008552,-0.017104,-0.023518,-0.021380,-0.012828
0.003953,0.004743,0.001976,-0.003162,0.001186,0.002767,-0.001186,0.001581,0.003162,0.004348,0.003953,0.002372
-0.028978,-0.034773,-0.014489,0.023182,-0.008693,-0.020284,0.008693,-0.011591,-0.023182,-0.031875,-0.028978,-0.017387
0.030328,0.036393,0.015164,-0.024262,0.009098,0.021229,-0.009098,0.012131,0.024262,0.033361,0.030328,0.018197
-0.009382,-0.011258,-0.004691,0.007505,-0.002815,-0.006567,0.002815,-0.003753,-0.007505,-0.010320,-0.009382,-0.005629
-0.035810,-0.042972,-0.017905,0.028648,-0.010743,-0.025067,0.010743,-0.014324,-0.028648,-0.039391,-0.035810,-0.021486
-0.010734,-0.012881,-0.005367,0.008587,-0.003220,-0.007514,0.003220,-0.004294,-0.008587,-0.011807,-0.010734,-0.006440
0.012342,0.014810,0.006171,-0.009873,0.003702,0.008639,-0.003702,0.004937,0.009873,0.013576,0.012342,0.007405
-0.060874,-0.073049,-0.030437,0.048699,-0.018262,-0.042612,0.018262,-0.024350,-0.048699,-0.066961,-0.060874,-0.036524
-0.036261,-0.043513,-0.018131,0.029009,-0.010878,-0.025383,0.010878,-0.014504,-0.029009,-0.039887,-0.036261,-0.021757
0.036963,0.044356,0.018482,-0.029571,0.011089,0.025874,-0.011089,0.014785,0.029571,0.040660,0.036963,0.022178
0.011552,0.013862,0.005776,-0.009241,0.003466,0.008086,-0.003466,0.004621,0.009241,0.012707,0.011552,0.006931
0.008961,0.010753,0.004480,-0.007169,0.002688,0.006273,-0.002688,0.003584,0.007169,0.009857,0.008961,0.005377
-0.035956,-0.043148,-0.017978,0.028765,-0.010787,-0.025170,0.010787,-0.014383,-0.028765,-0.039552,-0.035956,-0.021574
0.062368,0.074842,0.031184,-0.049894,0.018710,0.043658,-0.018710,0.024947,0.049894,0.068605,0.062368,0.037421
0.048563,0.058276,0.024282,-0.038851,0.014569,0.033994,-0.014569,0.019425,0.038851,0.053420,0.048563,0.029138
0.042299,0.050758,0.021149,-0.033839,0.012690,0.029609,-0.012690,0.016919,0.033839,0.046528,0.042299,0.025379
-0.008083,-0.009699,-0.004041,0.006466,-0.002425,-0.005658,0.002425,-0.003233,-0.006466,-0.008891,-0.008083,-0.004850
0.047402,0.056882,0.023701,-0.037921,0.014221,0.033181,-0.014221,0.018961,0.037921,0.052142,0.047402,0.028441
0.069822,0.083786,0.034911,-0.055858,0.020947,0.048875,-0.020947,0.027929,0.055858,0.076804,0.069822,0.041893
0.031872,0.038246,0.015936,-0.025498,0.009562,0.022310,-0.009562,0.012749,0.025498,0.035059,0.031872,0.019123
0.041172,0.049406,0.020586,-0.032938,0.012352,0.028820,-0.012352,0.016469,0.032938,0.045289,0.041172,0.024703
0.042164,0.050597,0.021082,-0.033731,0.012649,0.029515,-0.012649,0.016866,0.033731,0.046381,0.042164,0.025299
0.082840,0.099407,0.041420,-0.066272,0.024852,0.057988,-0.024852,0.033136,0.066272,0.091123,0.082840,0.049704
0.066959,0.080350,0.033479,-0.053567,0.020088,0.046871,-0.020088,0.026783,0.053567,0.073655,0.066959,0.040175
0.074373,0.089248,0.037186,-0.059498,0.022312,0.052061,-0.022312,0.029749,0.059498,0.081810,0.074373,0.044624
0.050677,0.060812,0.025338,-0.040542,0.015203,0.035474,-0.015203,0.020271,0.040542,0.055745,0.050677,0.030406
0.055273,0.066327,0.027636,-0.044218,0.016582,0.038691,-0.016582,0.022109,0.044218,0.060800,0.055273,0.033164
0.144429,0.173314,0.072214,-0.115543,0.043329,0.101100,-0.043329,0.057771,0.115543,0.158871,0.144429,0.086657
0.174803,0.209763,0.087401,-0.139842,0.052441,0.122362,-0.052441,0.069921,0.139842,0.192283,0.174803,0.104882
0.164703,0.197643,0.082351,-0.131762,0.049411,0.115292,-0.049411,0.065881,0.131762,0.181173,0.164703,0.098822
0.192240,0.230689,0.096120,-0.153792,0.057672,0.134568,-0.057672,0.076896,0.153792,0.211465,0.192240,0.115344
0.143912,0.172694,0.071956,-0.115129,0.043173,0.100738,-0.043173,0.057565,0.115129,0.158303,0.143912,0.086347
0.168338,0.202005,0.084169,-0.134670,0.050501,0.117837,-0.050501,0.067335,0.134670,0.185172,0.168338,0.101003
0.189795,0.227754,0.094898,-0.151836,0.056939,0.132857,-0.056939,0.075918,0.151836,0.208775,0.189795,0.113877
0.181290,0.217549,0.090645,-0.145032,0.054387,0.126903,-0.054387,0.072516,0.145032,0.199419,0.181290,0.108774
0.242692,0.291230,0.121346,-0.194153,0.072808,0.169884,-0.072808,0.097077,0.194153,0.266961,0.242692,0.145615
0.157626,0.189152,0.078813,-0.126101,0.047288,0.110339,-0.047288,0.063051,0.126101,0.173389,0.157626,0.094576
0.183517,0.220221,0.091759,-0.146814,0.055055,0.128462,-0.055055,0.073407,0.146814,0.201869,0.183517,0.110110
0.191853,0.230224,0.095927,-0.153483,0.057556,0.134297,-0.057556,0.076741,0.153483,0.211039,0.191853,0.115112
0.181050,0.217260,0.090525,-0.144840,0.054315,0.126735,-0.054315,0.072420,0.144840,0.199155,0.181050,0.108630
0.225902,0.271082,0.112951,-0.180721,0.067770,0.158131,-0.067770,0.090361,0.180721,0.248492,0.225902,0.135541
0.137482,0.164978,0.068741,-0.109986,0.041245,0.096237,-0.041245,0.054993,0.109986,0.151230,0.137482,0.082489
0.226911,0.272293,0.113455,-0.181529,0.068073,0.158837,-0.068073,0.090764,0.181529,0.249602,0.226911,0.136146
0.214291,0.257149,0.107145,-0.171433,0.064287,0.150004,-0.064287,0.085716,0.171433,0.235720,0.214291,0.128575
0.190286,0.228343,0.095143,-0.152228,0.057086,0.133200,-0.057086,0.076114,0.152228,0.209314,0.190286,0.114171
0.216024,0.259229,0.108012,-0.172819,0.064807,0.151217,-0.064807,0.086410,0.172819,0.237627,0.216024,0.129615
0.238160,0.285792,0.119080,-0.190528,0.071448,0.166712,-0.071448,0.095264,0.190528,0.261976,0.238160,0.142896
0.167564,0.201076,0.083782,-0.134051,0.050269,0.117295,-0.050269,0.067025,0.134051,0.184320,0.167564,0.100538
0.179734,0.215681,0.089867,-0.143787,0.053920,0.125814,-0.053920,0.071894,0.143787,0.197707,0.179734,0.107840
0.167242,0.200691,0.083621,-0.133794,0.050173,0.117070,-0.050173,0.066897,0.133794,0.183967,0.167242,0.100345
0.171006,0.205207,0.085503,-0.136805,0.051302,0.119704,-0.051302,0.068402,0.136805,0.188106,0.171006,0.102603
0.142469,0.170963,0.071234,-0.113975,0.042741,0.099728,-0.042741,0.056988,0.113975,0.156716,0.142469,0.085481
0.140548,0.168658,0.070274,-0.112439,0.042165,0.098384,-0.042165,0.056219,0.112439,0.154603,0.140548,0.084329
0.186650,0.223980,0.093325,-0.149320,0.055995,0.130655,-0.055995,0.074660,0.149320,0.205315,0.186650,0.111990
0.159868,0.191842,0.079934,-0.127894,0.047960,0.111908,-0.047960,0.063947,0.127894,0.175855,0.159868,0.095921
0.210361,0.252433,0.105180,-0.168289,0.063108,0.147253,-0.063108,0.084144,0.168289,0.231397,0.210361,0.126216
0.211759,0.254111,0.105879,-0.169407,0.063528,0.148231,-0.063528,0.084704,0.169407,0.232935,0.211759,0.127055
0.177245,0.212693,0.088622,-0.141796,0.053173,0.124071,-0.053173,0.070898,0.141796,0.194969,0.177245,0.106347
0.200628,0.240753,0.100314,-0.160502,0.060188,0.140439,-0.060188,0.080251,0.160502,0.220690,0.200628,0.120377
0.186885,0.224261,0.093442,-0.149508,0.056065,0.130819,-0.056065,0.074754,0.149508,0.205573,0.186885,0.112131
0.170844,0.205012,0.085422,-0.136675,0.051253,0.119591,-0.051253,0.068337,0.136675,0.187928,0.170844,0.102506
0.195401,0.234481,0.097700,-0.156320,0.058620,0.136780,-0.058620,0.078160,0.156320,0.214941,0.195401,0.117240
0.145916,0.175099,0.072958,-0.116732,0.043775,0.102141,-0.043775,0.058366,0.116732,0.160507,0.145916,0.087549
0.132955,0.159546,0.066478,-0.106364,0.039887,0.093069,-0.039887,0.053182,0.106364,0.146251,0.132955,0.079773
0.048260,0.057912,0.024130,-0.038608,0.014478,0.033782,-0.014478,0.019304,0.038608,0.053086,0.048260,0.028956
0.105211,0.126253,0.052605,-0.084168,0.031563,0.073647,-0.031563,0.042084,0.084168,0.115732,0.105211,0.063126
0.026415,0.031698,0.013208,-0.021132,0.007925,0.018491,-0.007925,0.010566,0.021132,0.029057,0.026415,0.015849
0.042337,0.050804,0.021168,-0.033869,0.012701,0.029636,-0.012701,0.016935,0.033869,0.046570,0.042337,0.025402
0.088999,0.106799,0.044499,-0.071199,0.026700,0.062299,-0.026700,0.035600,0.071199,0.097899,0.088999,0.053399
0.083648,0.100377,0.041824,-0.066918,0.025094,0.058553,-0.025094,0.033459,0.066918,0.092012,0.083648,0.050189
0.010245,0.012293,0.005122,-0.008196,0.003073,0.007171,-0.003073,0.004098,0.008196,0.011269,0.010245,0.006147
-0.021838,-0.026205,-0.010919,0.017470,-0.006551,-0.015287,0.006551,-0.008735,-0.017470,-0.024022,-0.021838,-0.013103
0.023438,0.028125,0.011719,-0.018750,0.007031,0.016406,-0.007031,0.009375,0.018750,0.025781,0.023438,0.014063
-0.003549,-0.004258,-0.001774,0.002839,-0.001065,-0.002484,0.001065,-0.001419,-0.002839,-0.003903,-0.003549,-0.002129
0.016324,0.019589,0.008162,-0.013059,0.004897,0.011427,-0.004897,0.006530,0.013059,0.017957,0.016324,0.009795
-0.036120,-0.043344,-0.018060,0.028896,-0.010836,-0.025284,0.010836,-0.014448,-0.028896,-0.039732,-0.036120,-0.021672
0.035316,0.042379,0.017658,-0.028253,0.010595,0.024721,-0.010595,0.014126,0.028253,0.038847,0.035316,0.021189
0.044023,0.052827,0.022011,-0.035218,0.013207,0.030816,-0.013207,0.017609,0.035218,0.048425,0.044023,0.026414
-0.053180,-0.063816,-0.026590,0.042544,-0.015954,-0.037226,0.015954,-0.021272,-0.042544,-0.058498,-0.053180,-0.031908
-0.045068,-0.054082,-0.022534,0.036055,-0.013520,-0.031548,0.013520,-0.018027,-0.036055,-0.049575,-0.045068,-0.027041
-0.060072,-0.072086,-0.030036,0.048058,-0.018022,-0.042050,0.018022,-0.024029,-0.048058,-0.066079,-0.060072,-0.036043
-0.037917,-0.045501,-0.018959,0.030334,-0.011375,-0.026542,0.011375,-0.015167,-0.030334,-0.041709,-0.037917,-0.022750
-0.138754,-0.166505,-0.069377,0.111003,-0.041626,-0.097128,0.041626,-0.055502,-0.111003,-0.152630,-0.138754,-0.083253
-0.087184,-0.104621,-0.043592,0.069747,-0.026155,-0.061029,0.026155,-0.034874,-0.069747,-0.095903,-0.087184,-0.052311
-0.103069,-0.123682,-0.051534,0.082455,-0.030921,-0.072148,0.030921,-0.041227,-0.082455,-0.113376,-0.103069,-0.061841
-0.110347,-0.132417,-0.055174,0.088278,-0.033104,-0.077243,0.033104,-0.044139,-0.088278,-0.121382,-0.110347,-0.066208
-0.044419,-0.053303,-0.022209,0.035535,-0.013326,-0.031093,0.013326,-0.017768,-0.035535,-0.048861,-0.044419,-0.026651
-0.090695,-0.108834,-0.045348,0.072556,-0.027209,-0.063487,0.027209,-0.036278,-0.072556,-0.099765,-0.090695,-0.054417
-0.018952,-0.022743,-0.009476,0.015162,-0.005686,-0.013267,0.005686,-0.007581,-0.015162,-0.020847,-0.018952,-0.011371
0.096561,0.115873,0.048280,-0.077248,0.028968,0.067592,-0.028968,0.038624,0.077248,0.106217,0.096561,0.057936
0.315231,0.378277,0.157615,-0.252185,0.094569,0.220662,-0.094569,0.126092,0.252185,0.346754,0.315231,0.189139
0.555327,0.666392,0.277663,-0.444261,0.166598,0.388729,-0.166598,0.222131,0.444261,0.610859,0.555327,0.333196
0.889574,1.067489,0.444787,-0.711659,0.266872,0.622702,-0.266872,0.355830,0.711659,0.978532,0.889574,0.533745
1.271472,1.525767,0.635736,-1.017178,0.381442,0.890030,-0.381442,0.508589,1.017178,1.398619,1.271472,0.762883
1.459157,1.750988,0.729578,-1.167325,0.437747,1.021410,-0.437747,0.583663,1.167325,1.605072,1.459157,0.875494
1.454379,1.745254,0.727189,-1.163503,0.436314,1.018065,-0.436314,0.581751,1.163503,1.599817,1.454379,0.872627
1.248588,1.498306,0.624294,-0.998871,0.374576,0.874012,-0.374576,0.499435,0.998871,1.373447,1.248588,0.749153
0.926217,1.111460,0.463108,-0.740973,0.277865,0.648352,-0.277865,0.370487,0.740973,1.018838,0.926217,0.555730
0.650516,0.780619,0.325258,-0.520413,0.195155,0.455361,-0.195155,0.260206,0.520413,0.715568,0.650516,0.390310
0.269953,0.323944,0.134977,-0.215963,0.080986,0.188967,-0.080986,0.107981,0.215963,0.296949,0.269953,0.161972
0.144632,0.173558,0.072316,-0.115706,0.043390,0.101242,-0.043390,0.057853,0.115706,0.159095,0.144632,0.086779
0.043818,0.052582,0.021909,-0.035055,0.013146,0.030673,-0.013146,0.017527,0.035055,0.048200,0.043818,0.026291
-0.004680,-0.005616,-0.002340,0.003744,-0.001404,-0.003276,0.001404,-0.001872,-0.003744,-0.005148,-0.004680,-0.002808
0.015993,0.019192,0.007997,-0.012794,0.004798,0.011195,-0.004798,0.006397,0.012794,0.017592,0.015993,0.009596
-0.044528,-0.053434,-0.022264,0.035623,-0.013358,-0.031170,0.013358,-0.017811,-0.035623,-0.048981,-0.044528,-0.026717
-0.098765,-0.118519,-0.049383,0.079012,-0.029630,-0.069136,0.029630,-0.039506,-0.079012,-0.108642,-0.098765,-0.059259
-0.193990,-0.232787,-0.096995,0.155192,-0.058197,-0.135793,0.058197,-0.077596,-0.155192,-0.213388,-0.193990,-0.116394
-0.266248,-0.319498,-0.133124,0.212999,-0.079874,-0.186374,0.079874,-0.106499,-0.212999,-0.292873,-0.266248,-0.159749
-0.275077,-0.330092,-0.137538,0.220062,-0.082523,-0.192554,0.082523,-0.110031,-0.220062,-0.302585,-0.275077,-0.165046
-0.304339,-0.365206,-0.152169,0.243471,-0.091302,-0.213037,0.091302,-0.121735,-0.243471,-0.334772,-0.304339,-0.182603
-0.289590,-0.347508,-0.144795,0.231672,-0.086877,-0.202713,0.086877,-0.115836,-0.231672,-0.318549,-0.289590,-0.173754
-0.201563,-0.241875,-0.100781,0.161250,-0.060469,-0.141094,0.060469,-0.080625,-0.161250,-0.221719,-0.201563,-0.120938
-0.195278,-0.234333,-0.097639,0.156222,-0.058583,-0.136694,0.058583,-0.078111,-0.156222,-0.214805,-0.195278,-0.117167
-0.122211,-0.146653,-0.061106,0.097769,-0.036663,-0.085548,0.036663,-0.048884,-0.097769,-0.134432,-0.122211,-0.073327
-0.031558,-0.037869,-0.015779,0.025246,-0.009467,-0.022090,0.009467,-0.012623,-0.025246,-0.034713,-0.031558,-0.018935
-0.028094,-0.033712,-0.014047,0.022475,-0.008428,-0.019665,0.008428,-0.011237,-0.022475,-0.030903,-0.028094,-0.016856
0.010942,0.013130,0.005471,-0.008753,0.003283,0.007659,-0.003283,0.004377,0.008753,0.012036,0.010942,0.006565
-0.026493,-0.031791,-0.013246,0.021194,-0.007948,-0.018545,0.007948,-0.010597,-0.021194,-0.029142,-0.026493,-0.015896
0.023695,0.028434,0.011848,-0.018956,0.007109,0.016587,-0.007109,0.009478,0.018956,0.026065,0.023695,0.014217
-0.017216,-0.020659,-0.008608,0.013773,-0.005165,-0.012051,0.005165,-0.006886,-0.013773,-0.018938,-0.017216,-0.010330
0.045350,0.054421,0.022675,-0.036280,0.013605,0.031745,-0.013605,0.018140,0.036280,0.049886,0.045350,0.027210
0.028899,0.034679,0.014450,-0.023120,0.008670,0.020230,-0.008670,0.011560,0.023120,0.031789,0.028899,0.017340
0.019560,0.023472,0.009780,-0.015648,0.005868,0.013692,-0.005868,0.007824,0.015648,0.021516,0.019560,0.011736
0.052223,0.062668,0.026112,-0.041779,0.015667,0.036556,-0.015667,0.020889,0.041779,0.057446,0.052223,0.031334
0.017390,0.020868,0.008695,-0.013912,0.005217,0.012173,-0.005217,0.006956,0.013912,0.019129,0.017390,0.010434
-0.011125,-0.013350,-0.005562,0.008900,-0.003337,-0.007787,0.003337,-0.004450,-0.008900,-0.012237,-0.011125,-0.006675
0.055453,0.066544,0.027727,-0.044363,0.016636,0.038817,-0.016636,0.022181,0.044363,0.060999,0.055453,0.033272
0.020664,0.024797,0.010332,-0.016531,0.006199,0.014465,-0.006199,0.008266,0.016531,0.022731,0.020664,0.012399
0.048509,0.058210,0.024254,-0.038807,0.014553,0.033956,-0.014553,0.019403,0.038807,0.053359,0.048509,0.029105
0.018605,0.022326,0.009303,-0.014884,0.005582,0.013024,-0.005582,0.007442,0.014884,0.020466,0.018605,0.011163
0.051366,0.061639,0.025683,-0.041092,0.015410,0.035956,-0.015410,0.020546,0.041092,0.056502,0.051366,0.030819
-0.006434,-0.007721,-0.003217,0.005147,-0.001930,-0.004504,0.001930,-0.002574,-0.005147,-0.007078,-0.006434,-0.003861
-0.014875,-0.017849,-0.007437,0.011900,-0.004462,-0.010412,0.004462,-0.005950,-0.011900,-0.016362,-0.014875,-0.008925
-0.014960,-0.017952,-0.007480,0.011968,-0.004488,-0.010472,0.004488,-0.005984,-0.011968,-0.016456,-0.014960,-0.008976
0.054688,0.065625,0.027344,-0.043750,0.016406,0.038281,-0.016406,0.021875,0.043750,0.060156,0.054688,0.032813
-0.021502,-0.025802,-0.010751,0.017201,-0.006450,-0.015051,0.006450,-0.008601,-0.017201,-0.023652,-0.021502,-0.012901
-0.009807,-0.011768,-0.004903,0.007845,-0.002942,-0.006865,0.002942,-0.003923,-0.007845,-0.010788,-0.009807,-0.005884
0.008082,0.009699,0.004041,-0.006466,0.002425,0.005658,-0.002425,0.003233,0.006466,0.008891,0.008082,0.004849
0.065302,0.078363,0.032651,-0.052242,0.019591,0.045712,-0.019591,0.026121,0.052242,0.071833,0.065302,0.039181
0.079955,0.095946,0.039977,-0.063964,0.023986,0.055968,-0.023986,0.031982,0.063964,0.087950,0.079955,0.047973
0.051652,0.061982,0.025826,-0.041322,0.015496,0.036156,-0.015496,0.020661,0.041322,0.056817,0.051652,0.030991
0.109549,0.131459,0.054775,-0.087639,0.032865,0.076685,-0.032865,0.043820,0.087639,0.120504,0.109549,0.065730
0.105963,0.127155,0.052981,-0.084770,0.031789,0.074174,-0.031789,0.042385,0.084770,0.116559,0.105963,0.063578
0.143535,0.172242,0.071767,-0.114828,0.043060,0.100474,-0.043060,0.057414,0.114828,0.157888,0.143535,0.086121
0.146724,0.176069,0.073362,-0.117379,0.044017,0.102707,-0.044017,0.058690,0.117379,0.161396,0.146724,0.088034
0.109068,0.130882,0.054534,-0.087255,0.032720,0.076348,-0.032720,0.043627,0.087255,0.119975,0.109068,0.065441
0.146935,0.176322,0.073467,-0.117548,0.044080,0.102854,-0.044080,0.058774,0.117548,0.161628,0.146935,0.088161
0.146973,0.176367,0.073486,-0.117578,0.044092,0.102881,-0.044092,0.058789,0.117578,0.161670,0.146973,0.088184
0.176205,0.211446,0.088103,-0.140964,0.052862,0.123344,-0.052862,0.070482,0.140964,0.193826,0.176205,0.105723
0.178200,0.213839,0.089100,-0.142560,0.053460,0.124740,-0.053460,0.071280,0.142560,0.196019,0.178200,0.106920
0.181683,0.218019,0.090841,-0.145346,0.054505,0.127178,-0.054505,0.072673,0.145346,0.199851,0.181683,0.109010
0.209915,0.251898,0.104957,-0.167932,0.062974,0.146940,-0.062974,0.083966,0.167932,0.230906,0.209915,0.125949
0.196802,0.236162,0.098401,-0.157442,0.059041,0.137761,-0.059041,0.078721,0.157442,0.216482,0.196802,0.118081
0.221812,0.266174,0.110906,-0.177449,0.066544,0.155268,-0.066544,0.088725,0.177449,0.243993,0.221812,0.133087
0.204167,0.245001,0.102084,-0.163334,0.061250,0.142917,-0.061250,0.081667,0.163334,0.224584,0.204167,0.122500
0.199988,0.239986,0.099994,-0.159991,0.059997,0.139992,-0.059997,0.079995,0.159991,0.219987,0.199988,0.119993
0.232199,0.278639,0.116100,-0.185759,0.069660,0.162539,-0.069660,0.092880,0.185759,0.255419,0.232199,0.139320
0.231273,0.277528,0.115637,-0.185018,0.069382,0.161891,-0.069382,0.092509,0.185018,0.254400,0.231273,0.138764
0.236356,0.283627,0.118178,-0.189085,0.070907,0.165449,-0.070907,0.094542,0.189085,0.259992,0.236356,0.141814
0.213005,0.255606,0.106502,-0.170404,0.063901,0.149103,-0.063901,0.085202,0.170404,0.234305,0.213005,0.127803
0.181285,0.217541,0.090642,-0.145028,0.054385,0.126899,-0.054385,0.072514,0.145028,0.199413,0.181285,0.108771
0.185561,0.222674,0.092781,-0.148449,0.055668,0.129893,-0.055668,0.074225,0.148449,0.204117,0.185561,0.111337
0.175803,0.210963,0.087901,-0.140642,0.052741,0.123062,-0.052741,0.070321,0.140642,0.193383,0.175803,0.105482
0.108910,0.130692,0.054455,-0.087128,0.032673,0.076237,-0.032673,0.043564,0.087128,0.119801,0.108910,0.065346
0.117937,0.141524,0.058968,-0.094349,0.035381,0.082556,-0.035381,0.047175,0.094349,0.129730,0.117937,0.070762
0.187149,0.224579,0.093575,-0.149719,0.056145,0.131004,-0.056145,0.074860,0.149719,0.205864,0.187149,0.112289
0.129960,0.155952,0.064980,-0.103968,0.038988,0.090972,-0.038988,0.051984,0.103968,0.142956,0.129960,0.077976
0.037384,0.044860,0.018692,-0.029907,0.011215,0.026169,-0.011215,0.014953,0.029907,0.041122,0.037384,0.022430
0.111507,0.133808,0.055754,-0.089206,0.033452,0.078055,-0.033452,0.044603,0.089206,0.122658,0.111507,0.066904
